Produit;Désignation;Vendeur;Raison sociale du vendeur;Expéditeur;Pays;Raison sociale de l'expéditeur;Identifiant appro;SGR;Ligne;Traitée;Rupture minimale;Nombre de jours couverture minimale;Rupture usine;Nombre de jours couverture usine;Rupture usine et parc;Nombre de jours couverture usine + parc;Rupture usine sans encours transport;Nombre de jours couverture sans encours transport;Stock Sens2;Stock départ Minimale;Stock départ usine;Stock départ usine et parc;SGR et ligne;Date fin série;Date transfert série;Date dernier RI;Dotation atelier;Sécu appro;Sécu LUO;Sécu NLIJ;Sécu douane;Unité;Sécu transport amont;Unité;Sécu transport aval;Unité;Sécu transport;Unité;CMJ JL Hebdo;CMJ JL Périodique;Quantité EO;Quantité EF;Quantité XC;Quantité RP;Quantité XP;Quantité DT;Quantité AT;Quantité EP;Quantité AS;Retard en EF/XP;Retard en RQ;Avance en RQ;Commentaire;Date Commentaire;Auteur du commentaire;Date du dernier calcul de couverture
9655184680;VIGNETTE TOTAL;83980G  01;ADHEX TECHNOLOGIES;83980G  01;France;ADHEX TECHNOLOGIES;PENVEN CHRISTIAN;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;17853;-2170;17830;0;CJ6-1;;17/12/2003 01:00:00;;20000;0;39;0;N/A;N/A;N/A;N/A;N/A;N/A;480;M;300;299;10000;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:22
96561744GW;BRIN ENROULEUR;94694C  01;TRW CARR SRO;94694C  03;Rép. tchèque;TRW CARR SRO;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 11:28;11,5;;0;;0;10/11/2015 10:22:44;17,5;84;28;76;0;CJ6-1;;11/06/2007 02:00:00;;48;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;18;15;60;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:03
9656866580;PLATINE FIXATION;34894C  01;LISI AUTOMOTIVE FORMER;96859F  01;France;LISI AUTOMOTIVE RAPID;MORVAN GILLES;CJ6;1;Non traitée;03/11/15 07:13;10,5;;0;;0;;0;298;-7;293;0;CJ6-1;;27/04/2009 02:00:00;;300;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;420;M;17;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:09:35
9657189180;FEUTRINE ADHESIV;79173G  01;PULLFLEX S A;79173G  02;France;PULLFLEX S A;GAUTHER SYLVIE;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;81016;-23252;80488;0;CJ6-1;;03/06/2004 02:00:00;;103740;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;826;815;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:05:23
9659805980;LOG F ARD COF AR;71757W  01;SOC NOISEENNE D'OUTILLAGE DE PRESSE;71757W  04;France;SOC NOISEENNE DOUTILLAGE DE PRESSE;PENVEN CHRISTIAN;CJ2;1;Non traitée;03/11/15 07:18;10,5;;0;;0;;0;555;-78;522;0;CJ2-1;;09/07/2007 02:00:00;;600;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;27;32;300;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:06:30
9660492080;PROTECT.CONNECTI;91544D  01;LEAR AUTOMOTIVE SERVICES (NETHERLAN;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;03/11/15 10:14;10,5;;0;;0;;0;729;-71;729;0;CJ6-1;;16/05/2005 02:00:00;;800;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;2;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:05
9662391880;COSSE CB8L18P6;72389H  01;MECATRACTION;72389H  01;France;MECATRACTION;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;9157;-361;9099;0;CJ6-1;;25/07/2011 02:00:00;;9460;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;415;319;5000;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:05:08
9662551480;SUPPORT CONTACT;71757W  01;SOC NOISEENNE D'OUTILLAGE DE PRESSE;71757W  05;France;SOC NOISEENNE D'OUTILLAGE DE PRESSE;PENVEN CHRISTIAN;CJ6;1;Non traitée;16/11/15 10:33;23,5;;0;;0;;0;635;234;634;0;CJ6-1;;16/07/2007 02:00:00;;400;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;52;58;200;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:10:21
9662661780;RENFORT SUPPORT;99381X  01;SUD OUEST EMBOUTISSAGE;99381X  01;France;SUD OUEST EMBOUTISSAGE;MORVAN GILLES;CJ2;1;Non traitée;17/11/15 07:51;24,5;;0;;0;;0;4027;2941;3692;0;CJ2-1;;18/06/2007 02:00:00;;751;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;364;365;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:13
9662955980;VIS M8X125;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;MORVAN GILLES;CJ2;1;Non traitée;03/11/15 07:04;10,5;03/11/2015 07:04:03;10,5;;0;03/11/2015 07:04:03;10,5;6797;-8483;-2843;0;CJ2-1;;04/06/2007 02:00:00;;5640;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;148;150;1200;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:45
9663655880;CAPTEUR ALARME A;94500S  01;DELPHI FRANCE SAS;94500S  10;France;DELPHI FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;04/11/15 12:21;11,5;;0;;0;;0;181;21;171;0;CJ6-1;;16/07/2007 02:00:00;;150;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;8;8;50;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:02:56
9664992680;SUPPORT CAPTEUR;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;16/11/15 08:22;23,5;17/11/2015 10:28:09;24,5;;0;10/11/2015 09:25:58;17,5;1009;671;911;0;CJ6-1;;25/06/2009 02:00:00;;240;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;205;196;800;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:36
9665356480;AFFICHEUR VTH;84820V  01;VISTEON ELECTRONICS FRANCE;84820V  07;France;VISTEON ELECTRONICS FRANCE;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 14:26;10,5;;0;;0;04/11/2015 10:36:15;11,5;388;193;281;0;CJ6-1;01/02/2016;16/06/2010 02:00:00;;88;0;58;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;172;162;624;0;528;0;0;0;0;0;0;0;528;0;;;;23/10/2015 16:30:36
9670033580;PULSEUR REFROIDI;94403L  01;VALEO SYSTEMES THERMIQUES;94403L  05;France;VALEO SYSTEMES THERMIQUES;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 13:42;10,5;;0;;0;;0;53;10;46;0;CJ6-1;;18/10/2011 02:00:00;;36;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;11;11;90;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:16
96704241XT;CACH EMB G RETRO;22601R  01;MBP INDUSTRIE;22601R  01;France;MBP INDUSTRIE;DEME CHRISTINE;CJ6;1;Non traitée;10/11/15 14:11;17,5;;0;;0;;0;36;4;36;0;CJ6-1;01/05/2016;08/06/2010 02:00:00;;32;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;0;1;16;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:01
9671588080;ECROU H RPL;51562V  01;NEDSCHROEF FASTENERS SAS;51562V  04;France;NEDSCHROEF FASTENERS SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;04/11/15 15:07;11,5;;0;;0;;0;33221;7341;31341;0;CJ6-1;;22/03/2010 01:00:00;;24000;1240;20;0;N/A;N/A;N/A;N/A;N/A;N/A;420;M;3052;3077;32000;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:11
9672542580;CABLE MASSE;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  SX;France;PEUGEOT CITROEN AUTOMOBILE SA;PENVEN CHRISTIAN;CJ6;1;Non traitée;18/11/15 12:04;25,5;;0;;0;;0;168;42;162;0;CJ6-1;;25/07/2011 02:00:00;;120;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;11;11;60;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:54
96731219ZE;ENJO POIG TIRAGE;70540Y  01;MECAPLAST DIFFUSION;28638C  12;France;MECAPLAST FRANCE;MORVAN GILLES;CJ6;1;Non traitée;04/11/15 12:28;11,5;;0;;0;;0;1027;324;1024;0;CJ6-1;;13/09/2010 02:00:00;;700;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;154;156;1050;0;0;0;0;0;0;0;0;350;0;0;;;;23/10/2015 16:30:58
9673270680;PLAQUETTE;71757W  01;SOC NOISEENNE D'OUTILLAGE DE PRESSE;71757W  05;France;SOC NOISEENNE D'OUTILLAGE DE PRESSE;PENVEN CHRISTIAN;CJ6;1;Non traitée;12/11/15 10:36;19,5;;0;;0;16/11/2015 10:22:44;23,5;5264;1696;4896;0;CJ6-1;;13/09/2010 02:00:00;;3200;0;58;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;614;621;2000;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:06:55
9673546580;CABLE LIAIS BATT;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  SX;France;PEUGEOT CITROEN AUTOMOBILE SA;PENVEN CHRISTIAN;CJ6;1;Non traitée;16/11/15 13:59;23,5;;0;;0;16/11/2015 09:53:00;23,5;88;57;81;0;CJ6-1;;18/10/2011 02:00:00;;24;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;11;11;30;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:37
96735541BK;TOIT OUVRANT;51712H  01;WEBASTO SYSTEMES CARROSSERIE;51712H  01;France;WEBASTO SYSTEMES CARROSSERIE;DEME CHRISTINE;CJ6;1;Non traitée;09/11/15 12:58;16,5;;0;;0;;0;38;18;37;0;CJ6-1;;20/12/2010 01:00:00;;19;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;5;4;19;38;0;0;0;0;0;0;0;19;19;0;;;;23/10/2015 16:03:23
9674066480;TY.ALIM.CARB.CHA;78662B  01;MGI COUTIER;78662B  22;France;MGI COUTIER;DEME CHRISTINE;CJ6;1;Non traitée;16/11/15 11:47;23,5;;0;;0;;0;107;26;106;0;CJ6-1;;22/11/2010 01:00:00;;80;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;4;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:59
9674149280;SUPPORT PULSEUR;14681G  01;VOESTALPINE STAMPTEC FRANCE;14681G  01;France;VOESTALPINE STAMPTEC FRANCE;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 11:53;10,5;;0;;0;05/11/2015 14:59:31;12,5;40;7;33;0;CJ6-1;;18/10/2011 02:00:00;;26;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;11;11;52;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:46
9675218280;FAISCEAU PAVILLO;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;04/11/15 14:50;11,5;;0;;0;05/11/2015 09:54:37;12,5;307;217;253;0;CJ6-1;;22/03/2010 01:00:00;;36;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;92;97;180;360;0;0;0;0;0;0;0;0;360;0;;;;23/10/2015 16:30:54
9675218380;FAISCEAU PAVILLO;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;04/11/15 14:23;11,5;;0;;0;05/11/2015 11:59:21;12,5;150;84;120;0;CJ6-1;;22/03/2010 01:00:00;;36;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;46;43;84;168;0;0;0;0;0;0;0;0;168;0;;;;23/10/2015 16:05:49
9675218680;FAISCEAU PAVILLO;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;05/11/15 13:51;12,5;;0;;0;;0;99;47;83;0;CJ6-1;;22/03/2010 01:00:00;;36;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;20;22;36;96;0;0;0;0;0;0;0;0;96;0;;;;23/10/2015 16:30:52
9675218880;FAISCEAU PAVILLO;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;05/11/15 14:51;12,5;;0;;0;09/11/2015 10:57:53;16,5;286;206;242;0;CJ6-1;;22/03/2010 01:00:00;;36;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;59;60;180;180;0;0;0;0;0;0;0;0;180;0;;;;23/10/2015 16:30:47
9675218980;FAISCEAU PAVILLO;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;04/11/15 14:24;11,5;;0;;0;05/11/2015 07:16:37;12,5;222;141;177;0;CJ6-1;;22/03/2010 01:00:00;;36;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;73;66;156;300;0;0;0;0;0;0;0;0;300;0;;;;23/10/2015 16:04:38
9675289880;SPPRT INF D;87380C  01;STREIT MECANIQUE;87380C  01;France;STREIT MECANIQUE;EVEILLARD ISABELLE;CJ6;1;Non traitée;09/11/15 14:07;16,5;;0;;0;04/11/2015 14:39:33;11,5;318;153;243;0;CJ6-1;;08/07/2013 02:00:00;;90;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;128;105;456;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:02:58
96754328FC;DORMANT G;22423X  01;FAURECIA ASSENTOS DE AUTOMOVEL, LDA;72394N  01;France;CHRONO ROUTE BRETAGNE;DEME CHRISTINE;CJ6;1;Non traitée;04/11/15 11:42;11,5;;0;;0;;0;14;2;14;0;CJ6-1;01/05/2016;26/07/2010 02:00:00;;12;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;1;1;6;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:52
96754331FC;DORMANT DROIT;22423X  01;FAURECIA ASSENTOS DE AUTOMOVEL, LDA;72394N  01;France;CHRONO ROUTE BRETAGNE;DEME CHRISTINE;CJ6;1;Non traitée;04/11/15 11:42;11,5;;0;;0;;0;14;2;14;0;CJ6-1;01/05/2016;26/07/2010 02:00:00;;12;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;1;1;6;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:14
9675660680;DEMARREUR;23054H  01;ROBERT BOSCH GMBH;55044E  01;France;NORMATRANS;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 07:02;11,5;;0;;0;05/11/2015 12:00:44;12,5;168;67;139;0;CJ6-1;;03/11/2014 01:00:00;;72;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;56;51;288;0;0;0;0;0;0;0;0;0;72;0;;;;23/10/2015 16:03:02
9676611480;SUPP.TY.EAU ENT.;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;12/11/15 15:05;19,5;16/11/2015 14:24:41;23,5;;0;12/11/2015 07:13:30;19,5;1288;759;1159;0;CJ6-1;;27/05/2013 02:00:00;;400;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;208;211;600;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:33
9677276880;SUPPORT CANALISA;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;13/11/15 10:18;20,5;;0;;0;;0;124;68;118;0;CJ6-1;;25/07/2011 02:00:00;;50;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;11;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:09:06
9677422280;SUPPORT CABLE +;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;16/11/15 10:57;23,5;17/11/2015 07:32:26;24,5;;0;12/11/2015 08:48:07;19,5;654;524;584;0;CJ6-1;;08/07/2013 02:00:00;;60;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;128;105;300;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:41
9677422680;SUPPORT RELAIS;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;13/11/15 11:18;20,5;16/11/2015 13:07:38;23,5;;0;10/11/2015 08:15:41;17,5;1092;717;957;0;CJ6-1;;13/05/2013 02:00:00;;240;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;194;203;720;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:56
9677711080;BERCEAU AV ENS;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  CA;France;PEUGEOT CITROEN AUTOMOBILE SA;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 14:24;10,5;;0;;0;04/11/2015 14:40:54;11,5;29;11;23;0;CJ6-1;;18/01/2011 01:00:00;;12;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;11;11;48;0;0;0;0;0;0;0;0;12;0;0;;;;23/10/2015 16:31:01
9677774280;TY PRESSION FAP;98204T  01;CSF POLAND Sp. Z.o.o;13736E  43;France;GEFCO FRANCE SAS;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 15:04;10,5;;0;;0;05/11/2015 08:46:42;12,5;1046;440;840;0;CJ6-1;;13/05/2013 02:00:00;;400;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;312;317;900;1500;0;0;0;0;0;0;0;0;1500;0;;;;23/10/2015 16:31:00
9677774380;TY.PRESSION FAP;98204T  01;CSF POLAND Sp. Z.o.o;13736E  43;France;GEFCO FRANCE SAS;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 14:30;10,5;;0;;0;05/11/2015 07:56:49;12,5;1015;409;809;0;CJ6-1;;13/05/2013 02:00:00;;400;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;312;317;910;1430;0;0;0;0;0;0;0;0;1430;0;;;;23/10/2015 16:31:07
9678144980;SPT FSC MOTEUR;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;17/11/15 08:18;24,5;17/11/2015 13:49:33;24,5;;0;12/11/2015 10:55:11;19,5;1348;1111;1251;0;CJ6-1;;27/05/2013 02:00:00;;140;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;208;211;700;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:56
9681706980;CLIP MAINT R4X7,;50558D  02;A. RAYMOND FRANCE;50558D  07;France;A. RAYMOND FRANCE;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 07:07;10,5;;0;;0;;0;33650;-525;33475;0;CJ6-1;;04/06/2007 02:00:00;;34000;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;320;328;17000;0;0;0;0;0;0;0;0;17000;0;0;;;;23/10/2015 16:30:37
96819443BJ;GARNIT.PAVILLON;94963V  01;GRUPO ANTOLIN-EUROTRIM, S.A.;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;05/11/15 14:34;12,5;;0;;0;09/11/2015 11:27:37;16,5;151;87;131;0;CJ6-1;;25/06/2007 02:00:00;;44;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;29;31;66;132;0;0;0;0;0;0;0;0;132;0;;;;23/10/2015 16:31:04
96819444BJ;GARNIT.PAVILLON;94963V  01;GRUPO ANTOLIN-EUROTRIM, S.A.;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;09/11/15 07:47;16,5;;0;;0;;0;76;25;69;0;CJ6-1;;25/06/2007 02:00:00;;44;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;7;7;0;44;0;0;0;0;0;0;0;0;44;0;;;;23/10/2015 16:30:39
9682229480;VIS R RCN M10;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;12/11/15 13:59;19,5;;0;;0;09/11/2015 08:25:09;16,5;2776;2122;2572;0;CJ6-1;;02/10/2006 02:00:00;;450;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;727;729;2400;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:02:44
9682770180;TUBE REGULAV/SUP;22619K  01;CONTITECH ROMANIA SRL;13736E  84;France;GEFCO FRANCE SAS;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 11:19;11,5;;0;;0;04/11/2015 13:06:17;11,5;163;110;125;0;CJ6-1;;04/06/2007 02:00:00;;15;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;420;M;59;55;450;0;0;0;0;0;0;0;0;315;0;0;;;;23/10/2015 16:30:51
9683212080;OBTURATEUR K 30;18488V  01;TRW CARR FRANCE;18488V  01;France;TRW CARR FRANCE;EVEILLARD ISABELLE;CJ2;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;5308;-888;5144;0;CJ3-, CJ2-1;;05/12/2007 01:00:00;;6032;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;727;729;7440;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:33
9683420780;VIS CBLX 4,5X20;34894C  01;LISI AUTOMOTIVE FORMER;93769X  01;Espagne;LISI AUTOMOTIVE KNIPPING ESPANA, S.;MORVAN GILLES;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;42391;-1587;40913;0;CJ6-1;;11/05/2009 02:00:00;;42500;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;2305;2278;14000;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:11:09
9683488180;RESERVOIR LV;74913B  01;CONTINENTAL AUTOMOTIVE CZECH REPUBL;95788S  01;Belgique;ROCHLING AUTOMOTIVE GIJZEGEM;MORVAN GILLES;CJ6;1;Non traitée;04/11/15 13:07;11,5;;0;;0;05/11/2015 13:50:13;12,5;59;36;56;0;CJ6-1;;04/06/2007 02:00:00;;20;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;16;16;100;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:39
9683913980;VIS M12*125;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;12/11/15 13:57;19,5;;0;;0;04/11/2015 14:28:44;11,5;619;379;499;0;CJ6-1;;19/02/2007 01:00:00;;120;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;269;224;960;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:25
9683980180;VIS M14*150;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;12/11/15 13:06;19,5;;0;;0;05/11/2015 10:47:17;12,5;2417;1725;2065;0;CJ6-1;;02/03/2007 01:00:00;;340;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;727;729;2720;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:49
9684031380;VIS M12*175;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;12/11/15 11:53;19,5;;0;;0;09/11/2015 12:28:27;16,5;8360;5296;7456;0;CJ6-1;;05/03/2007 01:00:00;;2160;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;1806;1846;5760;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:03
9684190180;AXE VIS RCL;12211X  01;ETS PERNAT EMILE SA;12211X  02;France;ETS PERNAT EMILE SA;MORVAN GILLES;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;8127;-2434;3060;0;CJ6-1, CJ2-;;03/11/2007 01:00:00;;5494;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;74;75;4050;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:59
9684541280;VIS H RCN;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;12/11/15 15:05;19,5;;0;;0;12/11/2015 15:05:14;19,5;709;179;629;0;CJ6-1;;24/08/2009 02:00:00;;450;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;138;118;450;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:00:59
9685067680;VIS M8*125 L20;63629L  12;AGRATI GIE;63095F  01;France;AGRATI VIEUX-CONDE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;12/11/15 10:32;19,5;;0;;0;;0;6044;4330;5830;0;CJ6-1;;05/06/2007 02:00:00;;1500;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;747;750;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:42
9685979680;SUP AV G TR AR;97990K  01;SOFEDIT;97990K  01;France;SOFEDIT;GAUTHER SYLVIE;CJ2;1;Non traitée;09/11/15 14:36;16,5;;0;;0;;0;2263;1201;1920;0;CJ2-1;;02/06/2008 02:00:00;;719;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;364;365;440;1980;0;0;0;0;0;0;0;220;1980;0;;;;23/10/2015 16:09:33
9686046080;ENJ SORT ECHAP D;94845S  01;EBERSPACHER SYSTEMES D'ECHAPPEMENT;94845S  01;France;EBERSPACHER SYSTEMES D'ECHAPPEMENT;HENRIO DOMINIQUE;CJ6;1;Non traitée;03/11/15 07:14;10,5;04/11/2015 11:27:37;11,5;;0;04/11/2015 11:27:37;11,5;52;-46;38;0;CJ6-1;;07/04/2015 02:00:00;;84;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;20;17;252;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:09:54
