Produit;quai;SO;Désignation;Vendeur;Raison Sociale;Expéditeur;Raison Sociale;CU;DTS;DFS;% Actif;St FP;ID;Division;Nom site;Statut FP;Périmètre appro;ID appro
9801093380;JM5;A;AGRAFE SUPPORT;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;04/02/2013 01:00;;100.00%;E;127084;;RENNES;Validé exécution;M3K;C175543
9801125880;JM5;A;VIS;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;29/05/2013 02:00;;100.00%;E;127085;;RENNES;Validé exécution;M5I;C175543
9801154780;JM5;A;CONDUIT AIR ASS;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  VE;PEUGEOT CITROEN AUTOMOBILE SA;CJ;14/11/2011 01:00;;100.00%;E;127086;;RENNES;Validé exécution;M92;C175617
9801184180;JM5;A;SUPP.AVG INSONO;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;23/05/2011 02:00;;100.00%;E;127087;;RENNES;Validé exécution;MSC;A170852
9801186580;JM5;J;CABLE MASSE CAIS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;25/07/2011 02:00;;100.00%;E;127088;;RENNES;Validé exécution;M2S;C175617
9801187080;JM5;A;INJECTEUR SCR;81145A  01;CONTINENTAL AUTOMOTIVE FRANCE SAS;81145A  04;CONTINENTAL AUTOMOTIVE FRANCE SAS;CJ;08/07/2013 02:00;;100.00%;E;127089;;RENNES;Validé exécution;M1K;A174284
98012039VD;JM5;A;MONOGRAMME TYPE;93347N  01;ALUDEC S.A.;45686H  08;GEFCO ESPANA SA;CJ;14/11/2011 01:00;;100.00%;E;127090;;RENNES;Validé exécution;M1T;A174284
98012051VD;JM5;A;MONOGRAMME VERSI;50210A  01;DOURDIN SA;50210A  01;DOURDIN SA;CJ;18/10/2011 02:00;;100.00%;E;127091;;RENNES;Validé exécution;M5B;C175543
9801228280;JM5;A;ETIQUETTE PAYS;83980G  01;ADHEX TECHNOLOGIES;83980G  01;ADHEX TECHNOLOGIES;CJ;29/08/2011 02:00;;100.00%;E;127095;;RENNES;Validé exécution;M3V;C002704
9801233180;JM5;A;SUPPORT SUP CATA;94845S  01;EBERSPACHER SYSTEMES D'ECHAPPEMENT;94845S  01;EBERSPACHER SYSTEMES D'ECHAPPEMENT;CJ;27/05/2013 02:00;;100.00%;E;127096;;RENNES;Validé exécution;M5F;C002704
9801266680;JM5;A;COLLIER FIX INJ.;81145A  01;CONTINENTAL AUTOMOTIVE FRANCE SAS;81145A  04;CONTINENTAL AUTOMOTIVE FRANCE SAS;CJ;08/07/2013 02:00;;100.00%;E;127098;;RENNES;Validé exécution;M1K;A174284
9801307380;JM5;A;ETIQUETTE CRIC L;83980G  01;ADHEX TECHNOLOGIES;83980G  01;ADHEX TECHNOLOGIES;CJ;28/02/2012 01:00;;100.00%;E;127099;;RENNES;Validé exécution;M3V;C002704
9801316880;JM5;A;IMPACTEUR;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;SAVREUX CLAUSSE DECOUPAGE;CJ;02/01/2012 01:00;;100.00%;E;127100;;RENNES;Validé exécution;M3V;C002704
9801381480;JM5;A;MECANISME DIRECT;48290N  01;ROBERT BOSCH AUTOMOTIVE STEERING MA;A001PF  01;TRANSPORTS CHEVRIER SA;CJ;03/01/2012 01:00;;100.00%;E;127101;;RENNES;Validé exécution;M1R;A174284
9801415480;JM5;A;MECANISME DIRECT;48290N  01;ROBERT BOSCH AUTOMOTIVE STEERING MA;A001PF  01;TRANSPORTS CHEVRIER SA;CJ;03/01/2012 01:00;01/05/2016 00:00;100.00%;E;127102;;RENNES;Validé exécution;M1R;A174284
9801458380;JM5;A;TUYAU DEP FREIN;78662B  01;MGI COUTIER;78662B  22;MGI COUTIER;CJ;10/02/2014 01:00;;100.00%;E;127103;;RENNES;Validé exécution;MSB;A170852
9801468980;JM5;A;CABLE ANTENNE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/01/2012 01:00;;100.00%;E;127104;;RENNES;Validé exécution;MSC;A170852
9801469080;JM5;A;CABLE ANTENNE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;02/01/2012 01:00;;100.00%;E;127105;;RENNES;Validé exécution;MSC;A170852
9801477580;JM7;A;PSP-PMP 304*28 E;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  CA;PEUGEOT CITROEN AUTOMOBILE SA;CJ;29/08/2011 02:00;;100.00%;E;127106;;RENNES;Validé exécution;M4A;A170852
9801478480;JM7;A;PSP AV 340*30;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  CA;PEUGEOT CITROEN AUTOMOBILE SA;CJ;29/08/2011 02:00;;100.00%;P;127107;;RENNES;Validé préparation;M4A;A170852
9801479380;JM5;A;MECANISME DIR;48290N  01;ROBERT BOSCH AUTOMOTIVE STEERING MA;A001PF  01;TRANSPORTS CHEVRIER SA;CJ;03/01/2012 01:00;;100.00%;E;127108;;RENNES;Validé exécution;M1R;A174284
9801488480;JM5;A;MECANISME DIR;48290N  01;ROBERT BOSCH AUTOMOTIVE STEERING MA;A001PF  01;TRANSPORTS CHEVRIER SA;CJ;03/01/2012 01:00;;100.00%;E;127109;;RENNES;Validé exécution;M1R;A174284
98015973ZD;JM5;A;AIRBAG VOLANT;83259Y  01;DALPHIMETAL ESPANA S.A.;83259Y  01;DALPHIMETAL ESPANA S.A.;CJ;30/04/2012 02:00;;100.00%;E;127112;;RENNES;Validé exécution;M1T;A174284
9801609180;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;07/04/2015 02:00;;100.00%;E;127114;;RENNES;Validé exécution;M0G;C003082
9801609280;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;28/08/2013 02:00;;100.00%;E;127115;;RENNES;Validé exécution;MSC;A170852
9801612380;JM5;A;FSC PP COMPLEMEN;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;GEFCO FRANCE SAS;CJ;07/04/2015 02:00;;100.00%;E;127116;;RENNES;Validé exécution;M1K;A174284
9801612480;JM5;A;FSC PP COMPLEM;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;GEFCO FRANCE SAS;CJ;10/02/2014 01:00;;100.00%;E;127117;;RENNES;Validé exécution;M1K;A174284
9801628680;JM5;A;BECB;50725K  01;HELLA KGAA HUECK & CO.;50725K  08;HELLA DISTRIBUTION GMBH;CJ;20/02/2012 01:00;;100.00%;E;127118;;RENNES;Validé exécution;M0G;C003082
9801642380;JM5;A;SPPRT CARTER FSE;15293X  01;AUTONEUM FRANCE;15293X  15;AUTONEUM FRANCE;CJ;16/01/2012 01:00;;100.00%;E;127119;;RENNES;Validé exécution;M1K;A174284
980168249P;JM5;A;RETRO GRIS SHARK;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;05/05/2014 02:00;01/05/2016 00:00;100.00%;E;127123;;RENNES;Validé exécution;M92;C175617
980168249V;JM5;A;RETRO G ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127124;;RENNES;Validé exécution;M92;C175617
98016824EH;JM5;A;RETRO G ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127120;;RENNES;Validé exécution;M92;C175617
98016824WP;JM5;A;RETRO G ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127121;;RENNES;Validé exécution;M92;C175617
98016824ZR;JM5;A;RETRO G ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127122;;RENNES;Validé exécution;M92;C175617
980168279P;JM5;A;RETRO GRIS SHARK;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;05/05/2014 02:00;01/05/2016 00:00;100.00%;E;127128;;RENNES;Validé exécution;M92;C175617
980168279V;JM5;A;RETRO D ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127129;;RENNES;Validé exécution;M92;C175617
98016827EH;JM5;A;RETRO D ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127125;;RENNES;Validé exécution;M92;C175617
98016827WP;JM5;A;RETRO D ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127126;;RENNES;Validé exécution;M92;C175617
98016827ZR;JM5;A;RETRO D ELEC;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127127;;RENNES;Validé exécution;M92;C175617
9801694080;JM5;A;FSC FAP COMPLEME;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;13736E  43;GEFCO FRANCE SAS;CJ;03/11/2014 01:00;;100.00%;E;127130;;RENNES;Validé exécution;M1K;A174284
9801695280;JM5;A;BOITIER ELECTRON;28479E  01;VALEO COMFORT AND DRIVING ASSISTANC;28479E  02;VALEO COMFORT AND DRIVING ASSISTANC;CJ;05/10/2011 02:00;;100.00%;E;127131;;RENNES;Validé exécution;M1Q;C002829
9801695380;JM5;A;BOITIER ELC ADML;28479E  01;VALEO COMFORT AND DRIVING ASSISTANC;28479E  02;VALEO COMFORT AND DRIVING ASSISTANC;CJ;05/10/2011 02:00;;100.00%;E;127132;;RENNES;Validé exécution;M1Q;C002829
9801723080;JM5;A;CABLE + BATTERIE;81143Y  01;YAZAKI EUROPE LIMITED - PARIS;72572G  01;GEODIS AUTOMOTIVE EST;CJ;07/04/2015 02:00;;100.00%;E;127133;;RENNES;Validé exécution;M3K;C175543
9801725780;JM5;A;RENF PORTE W24 G;81997B  01;SIKA AUTOMOTIVE BELGIUM SA;13736E  17;GEFCO FRANCE SAS;CJ;16/01/2012 01:00;;100.00%;E;127134;;RENNES;Validé exécution;F11;C175543
9801727180;JM5;A;RESSORT AV;11385Z  07;ALLEVARD REJNA AUTOSUSPENSIONS;11385Z  01;ALLEVARD REJNA AUTOSUSPENSIONS;CJ;08/07/2013 02:00;;100.00%;E;127135;;RENNES;Validé exécution;M3K;C175543
9801739380;JM5;A;ULTRACAPACITE;50594T  02;CONTI TEMIC MICRO ELECTRONIC GMBH;94559F  01;MENLO WORLDWIDE GMBH;CJ;02/01/2012 01:00;;100.00%;E;127144;;RENNES;Validé exécution;M3K;C175543
9801762980;JM5;J;CABLE MASSE CAIS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;29/08/2011 02:00;;100.00%;E;127145;;RENNES;Validé exécution;M2S;C175617
9801763680;JM5;A;TY EAU SORT.RADI;97044G  01;TRISTONE FLOWTECH SPAIN SA;45686H  08;GEFCO ESPANA SA;CJ;10/02/2014 01:00;;100.00%;E;127146;;RENNES;Validé exécution;M1Q;C002829
9801777880;JM5;A;COL ENTREE AIR A;A000CW  01;TRISTONE FLOWTECH FRANCE SAS;A000CW  01;TRISTONE FLOWTECH FRANCE SAS;CJ;10/02/2014 01:00;;100.00%;E;127147;;RENNES;Validé exécution;MSC;A170852
9801806980;JM5;A;MECANISME FSE HY;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;18/10/2011 02:00;;100.00%;E;127148;;RENNES;Validé exécution;MSC;A170852
9801898480;JM5;A;AGRAFE SUPPORT;52033G  01;HELLERMANNTYTON;52033G  05;HELLERMANNTYTON;CJ;29/04/2013 02:00;;100.00%;E;127149;;RENNES;Validé exécution;M5D;C003082
9801926780;JM5;A;MIROIR BOMBE G;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127150;;RENNES;Validé exécution;M92;C175617
9801926880;JM5;A;MIROIR BOMBE D;82438F  01;FICOMIRRORS FRANCE SAS;82438F  01;FICOMIRRORS FRANCE SAS;CJ;24/10/2011 02:00;;100.00%;E;127151;;RENNES;Validé exécution;M92;C175617
9801962780;JM5;A;ETIQ BAT L1 ARAB;83980G  01;ADHEX TECHNOLOGIES;83980G  01;ADHEX TECHNOLOGIES;CJ;17/10/2011 02:00;01/02/2016 00:00;100.00%;E;127152;;RENNES;Validé exécution;M3V;C002704
98019840ZD;JM5;A;COMMUTATEUR SIEG;01059A  02;KOSTAL ELECTRICA S.A.;01059A  02;KOSTAL ELECTRICA S.A.;CJ;16/01/2012 01:00;;100.00%;E;127154;;RENNES;Validé exécution;M1H;C002829
98019841ZD;JM5;A;COMMUTATEUR SIEG;01059A  02;KOSTAL ELECTRICA S.A.;01059A  02;KOSTAL ELECTRICA S.A.;CJ;16/01/2012 01:00;;100.00%;E;127155;;RENNES;Validé exécution;M1H;C002829
98020244BK;JM5;A;BRIN ENR AR;50871U  01;AUTOLIV FRANCE;50871U  02;AUTOLIV FRANCE;CJ;09/09/2011 02:00;01/05/2016 00:00;100.00%;E;127156;;RENNES;Validé exécution;MSB;A170852
98020244XX;JM5;A;BRIN ENR AR;50871U  01;AUTOLIV FRANCE;50871U  02;AUTOLIV FRANCE;CJ;09/09/2011 02:00;;100.00%;E;127157;;RENNES;Validé exécution;MSB;A170852
9802061380;JM5;A;CAPTEUR ALARME;94500S  01;DELPHI FRANCE SAS;94500S  10;DELPHI FRANCE SAS;CJ;02/01/2012 01:00;;100.00%;E;127158;;RENNES;Validé exécution;M1K;A174284
9802061780;JM5;A;CAPTEUR ALARME;94500S  01;DELPHI FRANCE SAS;94500S  10;DELPHI FRANCE SAS;CJ;05/12/2011 01:00;;100.00%;E;127159;;RENNES;Validé exécution;M1K;A174284
9802073580;JM5;J;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/01/2012 01:00;;100.00%;E;127160;;RENNES;Validé exécution;M2S;C175617
9802073780;JM5;A;CABLE NEG BATT;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/01/2012 01:00;;100.00%;E;127161;;RENNES;Validé exécution;M2S;C175617
9802135380;JM5;A;TY EAU ENT AEROT;22773C  01;NORMA POLSKA SP. ZO.O.;99088D  02;S. C. S. E.;CJ;14/11/2011 01:00;;100.00%;E;127163;;RENNES;Validé exécution;M3V;C002704
9802186380;JM5;A;VIS H M8X125;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;19/06/2014 02:00;;100.00%;E;127165;;RENNES;Validé exécution;M5D;C003082
9802199580;JM5;A;PROTECTEUR TBMU;14681G  01;VOESTALPINE STAMPTEC FRANCE;14681G  01;VOESTALPINE STAMPTEC FRANCE;CJ;16/01/2012 01:00;;100.00%;E;127166;;RENNES;Validé exécution;M3K;C175543
9802215280;JM5;A;CALE AR GANR PAV;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;16/09/2011 02:00;;100.00%;E;127167;;RENNES;Validé exécution;M3T;A174284
98022620XT;JM5;A;JEU CAB VIS ROUE;48985U  01;BOURBON AUTOMOTIVE PLASTICS;A000PP  01;BOURBON AUTOMOTIVE PLASTICS Morteau;CJ;01/01/2012 01:00;;100.00%;E;127170;;RENNES;Validé exécution;M3K;C175543
9802308580;JM5;A;TY EAU INTM-SORT;22773C  01;NORMA POLSKA SP. ZO.O.;99088D  02;S. C. S. E.;CJ;16/01/2012 01:00;;100.00%;E;127171;;RENNES;Validé exécution;M3V;C002704
98023485XZ;JM5;A;ENS CLV BVA W2;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  VE;PEUGEOT CITROEN AUTOMOBILE SA;CJ;02/01/2012 01:00;;100.00%;E;127172;;RENNES;Validé exécution;M92;C175617
98023791XZ;JM5;A;FACADE MULTIFONC;98134S  01;VALEO AUTOKLIMATIZACE K S;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;25/11/2011 01:00;;100.00%;E;127173;;RENNES;Validé exécution;M0D;J421191
9802402080;JM5;A;CPT DECT CHOC;50274V  01;CONTINENTAL AUTOMOTIVE GMBH;50274V  04;CONTINENTAL AUTOMOTIVE GMBH;CJ;02/01/2012 01:00;;100.00%;E;127174;;RENNES;Validé exécution;M3K;C175543
9802442880;JM5;A;TY.EAU SORT.AERO;98204T  01;CSF POLAND Sp. Z.o.o;13736E  43;GEFCO FRANCE SAS;CJ;10/02/2014 01:00;;100.00%;E;127175;;RENNES;Validé exécution;MSB;A170852
9802449380;JM5;A;SUPP.CANAL.SCR;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;29/04/2013 02:00;;100.00%;E;127176;;RENNES;Validé exécution;MSC;A170852
9802485880;JM5;A;ML6C BV 20MB33;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  MS;PEUGEOT CITROEN AUTOMOBILE SA;CJ;13/05/2013 02:00;;100.00%;E;127177;;RENNES;Validé exécution;M07;C002829
9802511180;JM5;A;MOTDW10FD 10DYZH;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  MY;PEUGEOT CITROEN AUTOMOBILE SA;CJ;08/07/2013 02:00;;100.00%;E;127178;;RENNES;Validé exécution;M07;C002829
9802511780;JM5;A;MOTDW10FC 10DYZL;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  MY;PEUGEOT CITROEN AUTOMOBILE SA;CJ;08/07/2013 02:00;;100.00%;E;127179;;RENNES;Validé exécution;M07;C002829
9802541080;JM5;A;SUPPORT CANALISA;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;03/11/2014 01:00;;100.00%;E;127180;;RENNES;Validé exécution;MSC;A170852
9802558580;JM5;A;VIS H EMB M8X125;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;30/03/2015 02:00;;100.00%;E;127181;;RENNES;Validé exécution;M0G;C003082
9802607880;JM5;A;FSC PDB DAG;18833V  01;LEONI WIRING SYSTEMS FRANCE;13736E  43;GEFCO FRANCE SAS;CJ;03/09/2012 02:00;;100.00%;P;127182;;RENNES;Validé préparation;M1R;A174284
9802608780;JM5;A;FSC PDB DAD;18833V  01;LEONI WIRING SYSTEMS FRANCE;13736E  43;GEFCO FRANCE SAS;CJ;03/09/2012 02:00;01/05/2016 00:00;100.00%;P;127183;;RENNES;Validé préparation;M1R;A174284
9802608980;JM5;A;FSC PDB DAD;18833V  01;LEONI WIRING SYSTEMS FRANCE;13736E  43;GEFCO FRANCE SAS;CJ;03/09/2012 02:00;01/05/2016 00:00;100.00%;P;127184;;RENNES;Validé préparation;M1R;A174284
9802609080;JM5;A;FSC PDB DAD;18833V  01;LEONI WIRING SYSTEMS FRANCE;13736E  43;GEFCO FRANCE SAS;CJ;03/09/2012 02:00;01/05/2016 00:00;100.00%;P;127185;;RENNES;Validé préparation;M1R;A174284
9802611680;JM5;J;GOUJON CN SOUD;83502M  01;TUCKER GMBH;83502M  06;TUCKER GMBH;CJ;25/02/2014 01:00;;100.00%;E;127186;;RENNES;Validé exécution;F35;J421191
9802612380;JM5;J;GOUJ 5X160 L9;83502M  01;TUCKER GMBH;83502M  06;TUCKER GMBH;CJ;25/02/2014 01:00;;100.00%;E;127187;;RENNES;Validé exécution;F35;J421191
9802612780;JM5;J;GOUJONM6*100L20;83502M  01;TUCKER GMBH;83502M  06;TUCKER GMBH;CJ;25/02/2014 01:00;;100.00%;E;127188;;RENNES;Validé exécution;F35;J421191
98026364ZD;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;16/01/2012 01:00;;100.00%;E;127189;;RENNES;Validé exécution;M0F;C003082
98026370BK;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;16/01/2012 01:00;01/05/2016 00:00;100.00%;E;127190;;RENNES;Validé exécution;M0F;C003082
98026370ZD;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;16/01/2012 01:00;;100.00%;E;127191;;RENNES;Validé exécution;M0F;C003082
98026375BK;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;16/01/2012 01:00;01/05/2016 00:00;100.00%;E;127192;;RENNES;Validé exécution;M0F;C003082
98026375ZD;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;16/01/2012 01:00;;100.00%;E;127193;;RENNES;Validé exécution;M0F;C003082
98026388BK;JM5;A;CONTACT L/V PASS;93324N  01;DELPHI PACKARD ESPANA SL;93324N  01;DELPHI PACKARD ESPANA SL;CJ;16/01/2012 01:00;01/05/2016 00:00;100.00%;E;127194;;RENNES;Validé exécution;M1H;C002829
98026388ZD;JM5;A;CONTACT L/V PASS;93324N  01;DELPHI PACKARD ESPANA SL;93324N  01;DELPHI PACKARD ESPANA SL;CJ;16/01/2012 01:00;;100.00%;E;127195;;RENNES;Validé exécution;M1H;C002829
98026412BK;JM5;A;CONTACT L/V AR;93324N  01;DELPHI PACKARD ESPANA SL;93324N  01;DELPHI PACKARD ESPANA SL;CJ;16/01/2012 01:00;01/05/2016 00:00;100.00%;E;127196;;RENNES;Validé exécution;M1H;C002829
98026412ZD;JM5;A;CONTACTEUR LV;93324N  01;DELPHI PACKARD ESPANA SL;93324N  01;DELPHI PACKARD ESPANA SL;CJ;16/01/2012 01:00;;100.00%;E;127197;;RENNES;Validé exécution;M1H;C002829
9802665980;JM5;A;SUPPORT MULTIFCT;14681G  01;VOESTALPINE STAMPTEC FRANCE;14681G  01;VOESTALPINE STAMPTEC FRANCE;CJ;10/02/2014 01:00;;100.00%;E;127198;;RENNES;Validé exécution;M3K;C175543
9802678780;JM5;A;SUPPORT CAPTEUR;34894C  01;LISI AUTOMOTIVE FORMER;96859F  01;LISI AUTOMOTIVE RAPID;CJ;16/04/2012 02:00;;100.00%;E;127199;;RENNES;Validé exécution;M1H;C002829
9802678880;JM5;A;SUPPORT CAPTEUR;34894C  01;LISI AUTOMOTIVE FORMER;96859F  01;LISI AUTOMOTIVE RAPID;CJ;16/04/2012 02:00;;100.00%;E;127200;;RENNES;Validé exécution;M1H;C002829
9802692880;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127201;;RENNES;Validé exécution;MSC;A170852
9802692980;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127202;;RENNES;Validé exécution;MSC;A170852
9802693080;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127203;;RENNES;Validé exécution;MSC;A170852
9802693180;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127204;;RENNES;Validé exécution;MSC;A170852
9802693280;JM5;J;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127205;;RENNES;Validé exécution;M2S;C175617
9802693380;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;05/11/2012 01:00;;100.00%;E;127206;;RENNES;Validé exécution;M2S;C175617
9802693480;JM5;A;CABLE NEG BATTER;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127207;;RENNES;Validé exécution;MSC;A170852
9802693580;JM5;J;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2012 02:00;;100.00%;E;127208;;RENNES;Validé exécution;MSC;A170852
98027446VV;JM5;A;ENJOLIVEUR D;48837H  S0;FAURECIA INTERIEUR INDUSTRIE;48837H  36;FAURECIA INTERIEUR INDUSTRIE;CJ;30/04/2012 02:00;;100.00%;E;127210;;RENNES;Validé exécution;M1R;A174284
98027447VV;JM5;A;ENJOLIVEUR G;48837H  S0;FAURECIA INTERIEUR INDUSTRIE;48837H  36;FAURECIA INTERIEUR INDUSTRIE;CJ;30/04/2012 02:00;01/05/2016 00:00;100.00%;E;127211;;RENNES;Validé exécution;M1R;A174284
98027657XT;JM5;A;PLAFONNIER ECLAI;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;GRUPO ANTOLIN BESANCON;CJ;06/02/2012 01:00;;100.00%;E;127213;;RENNES;Validé exécution;M3K;C175543
98027660XT;JM5;A;PLAFONNIER ECLAI;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;GRUPO ANTOLIN BESANCON;CJ;06/02/2012 01:00;;100.00%;E;127214;;RENNES;Validé exécution;M3K;C175543
98027666XT;JM5;A;PLAFONNIER ECLAI;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;GRUPO ANTOLIN BESANCON;CJ;16/01/2012 01:00;;100.00%;E;127215;;RENNES;Validé exécution;M3K;C175543
98027680XT;JM5;A;PLAFONNIER;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;GRUPO ANTOLIN BESANCON;CJ;06/02/2012 01:00;;100.00%;E;127216;;RENNES;Validé exécution;M3K;C175543
9802769780;JM5;A;ENJOLIVEUR CAPOT;48837H  S0;FAURECIA INTERIEUR INDUSTRIE;48837H  36;FAURECIA INTERIEUR INDUSTRIE;CJ;30/04/2012 02:00;;100.00%;E;127217;;RENNES;Validé exécution;M1R;A174284
9802774480;JM5;A;VIS H RC18 M6;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;11/06/2014 02:00;;100.00%;E;127218;;RENNES;Validé exécution;M5I;C175543
9802777980;JM5;A;TUBE EAU CHAUD.-;98204T  01;CSF POLAND Sp. Z.o.o;13736E  43;GEFCO FRANCE SAS;CJ;10/02/2014 01:00;;100.00%;E;127219;;RENNES;Validé exécution;MSB;A170852
98028094VV;JM5;A;BARRE TOIT;99981Z  01;HANS & OTTMAR BINDER GMBH;99981Z  02;HANS & OTTMAR BINDER GMBH;CJ;02/11/2011 01:00;;100.00%;E;127310;;RENNES;Validé exécution;MW3;J421191
