Produit;quai;SO;Désignation;Vendeur;Raison Sociale;Expéditeur;Raison Sociale;CU;DTS;DFS;% Actif;St FP;ID;Division;Nom site;Statut FP;Périmètre appro;ID appro
9662811080;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;04/06/2007 02:00;;100.00%;E;124158;;RENNES;Validé exécution;M0D;J421191
9662811180;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;04/06/2007 02:00;;100.00%;E;124159;;RENNES;Validé exécution;M0D;J421191
9662811280;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;04/06/2007 02:00;;100.00%;E;124160;;RENNES;Validé exécution;M0D;J421191
9662860680;JM5;A;SUP.BUTEE COFFRE;01020H  01;CATELSA CACERES, S.A.;01020H  01;CATELSA CACERES, S.A.;CJ;09/07/2007 02:00;;100.00%;E;124161;;RENNES;Validé exécution;M5A;J421191
9662872380;JM5;A;BOITIER ELEC GMV;98372A  01;OMRON AUTOMOTIVE ELECTRONICS ITALY;98372A  01;OMRON AUTOMOTIVE ELECTRONICS ITALY;CJ;11/05/2009 02:00;;100.00%;E;124162;;RENNES;Validé exécution;M0F;C003082
9662896180;JM5;A;CABLE BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;06/03/2006 01:00;;100.00%;E;124163;;RENNES;Validé exécution;M2S;C175617
9662924880;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;16/07/2007 02:00;;100.00%;E;124164;;RENNES;Validé exécution;M0D;J421191
9662924980;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;19/11/2007 01:00;;100.00%;E;124165;;RENNES;Validé exécution;M0D;J421191
9662925080;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;19/11/2007 01:00;;100.00%;E;124166;;RENNES;Validé exécution;M0D;J421191
9662955980;JM5;A;VIS M8X125;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;04/06/2007 02:00;;100.00%;E;124167;;RENNES;Validé exécution;F33;C002829
96629720XT;JM5;A;GOUTTIERE FSC D;88647E  01;STABILUS GMBH;88647E  01;STABILUS GMBH;CJ;02/01/2008 01:00;;100.00%;E;124168;;RENNES;Validé exécution;M0F;C003082
96629721XT;JM5;A;GOUTTIERE FSC G;88647E  01;STABILUS GMBH;88647E  01;STABILUS GMBH;CJ;02/01/2008 01:00;;100.00%;E;124169;;RENNES;Validé exécution;M0F;C003082
96629722XT;JM5;A;GOUTTIERE FSC DM;88647E  01;STABILUS GMBH;88647E  01;STABILUS GMBH;CJ;02/01/2008 01:00;;100.00%;E;124170;;RENNES;Validé exécution;M0F;C003082
96629723XT;JM5;A;GOUTTIERE FSC G;88647E  01;STABILUS GMBH;88647E  01;STABILUS GMBH;CJ;02/01/2008 01:00;;100.00%;E;124171;;RENNES;Validé exécution;M0F;C003082
9662975480;JM5;A;P-CLIP 1,5 SICMA;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;20/07/2010 02:00;;100.00%;E;124172;;RENNES;Validé exécution;M1Q;C002829
9663002480;JM5;A;AGR SUPP VAR 2T;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;25/06/2007 02:00;;100.00%;E;124173;;RENNES;Validé exécution;M3K;C175543
9663067180;JM5;A;GOUTIERE FSC;78662B  01;MGI COUTIER;78662B  06;MGI COUTIER;CJ;04/06/2007 02:00;;100.00%;E;124174;;RENNES;Validé exécution;MSB;A170852
9663067280;JM5;A;GOUTIERE FSC;78662B  01;MGI COUTIER;78662B  06;MGI COUTIER;CJ;04/06/2007 02:00;;100.00%;E;124175;;RENNES;Validé exécution;MSB;A170852
9663073480;JM5;J;SPPRT MOT INF D;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;11/09/2006 02:00;;100.00%;E;124176;;RENNES;Validé exécution;M2S;C175617
96631032ZD;JM5;A;GUIDE SANGLE G;70540Y  01;MECAPLAST DIFFUSION;28638C  03;MECAPLAST FRANCE;CJ;10/09/2007 02:00;;100.00%;E;124177;;RENNES;Validé exécution;M1K;A174284
9663116080;JM5;A;JEU CAPTEURS;63821V  01;VALEO SCHALTER UND SENSOREN GMBH;63821V  02;VALEO SCHALTER UND SENSOREN GMBH;CJ;11/09/2006 02:00;;100.00%;E;124178;;RENNES;Validé exécution;M0F;C003082
9663119380;JM5;A;LECHEUR EXT ARD;25813G  01;COOPER STANDARD FRANCE;25813G  01;COOPER STANDARD FRANCE;CJ;03/12/2007 01:00;;100.00%;E;124179;;RENNES;Validé exécution;MSB;A170852
9663119480;JM5;A;LECHEUR EXT ARG;25813G  01;COOPER STANDARD FRANCE;25813G  01;COOPER STANDARD FRANCE;CJ;03/12/2007 01:00;;100.00%;E;124180;;RENNES;Validé exécution;MSB;A170852
9663120580;JM5;A;SUPPORT CAPTEUR;94770K  01;LUCHARD INDUSTRIE;94770K  01;LUCHARD INDUSTRIE;CJ;16/07/2007 02:00;;100.00%;E;124181;;RENNES;Validé exécution;M5F;C002704
9663123380;JM5;A;BOBINE TRANSPOND;94500S  01;DELPHI FRANCE SAS;94500S  10;DELPHI FRANCE SAS;CJ;04/06/2007 02:00;;100.00%;E;124182;;RENNES;Validé exécution;M1K;A174284
9663252180;JM5;A;AGR MONTANT BAIE;78662B  01;MGI COUTIER;78662B  06;MGI COUTIER;CJ;11/06/2007 02:00;;100.00%;E;124183;;RENNES;Validé exécution;MSB;A170852
9663361488;JM5;A;SUPPORT SIRENE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/09/2006 02:00;;100.00%;E;124184;;RENNES;Validé exécution;M2S;C175617
9663488180;JM5;A;CAPTEUR HAUTEUR;50725K  01;HELLA KGAA HUECK & CO.;50725K  04;HELLA KGAA HUECK & CO.;CJ;07/09/2006 02:00;;100.00%;E;124185;;RENNES;Validé exécution;M0D;J421191
9663488380;JM5;A;CAPTEUR HAUTEUR;50725K  01;HELLA KGAA HUECK & CO.;50725K  04;HELLA KGAA HUECK & CO.;CJ;09/05/2012 02:00;;100.00%;E;124186;;RENNES;Validé exécution;M0D;J421191
9663620680;JM5;A;SUPPORT SIRENE A;94770K  01;LUCHARD INDUSTRIE;94770K  01;LUCHARD INDUSTRIE;CJ;16/10/2006 02:00;;100.00%;E;124187;;RENNES;Validé exécution;M5F;C002704
9663655880;JM5;A;CAPTEUR ALARME A;94500S  01;DELPHI FRANCE SAS;94500S  10;DELPHI FRANCE SAS;CJ;16/07/2007 02:00;;100.00%;E;124188;;RENNES;Validé exécution;M1K;A174284
9663674280;JM5;A;CAPTEUR ENSOLEIL;20636E  01;MAHLE Behr France ROUFFACH SAS;13736E  43;GEFCO FRANCE SAS;CJ;04/06/2007 02:00;;100.00%;E;124189;;RENNES;Validé exécution;M1R;A174284
9663674580;JM5;A;CAPTEUR ENSOLEIL;20636E  01;MAHLE Behr France ROUFFACH SAS;13736E  43;GEFCO FRANCE SAS;CJ;17/09/2007 02:00;;100.00%;E;124190;;RENNES;Validé exécution;M1R;A174284
9663696880;JM5;A;CAPTEUR HAUTEUR;50725K  01;HELLA KGAA HUECK & CO.;50725K  04;HELLA KGAA HUECK & CO.;CJ;07/09/2006 02:00;;100.00%;E;124191;;RENNES;Validé exécution;M0D;J421191
9663716180;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;16/04/2007 02:00;;100.00%;E;124192;;RENNES;Validé exécution;M2S;C175617
9663716280;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;16/04/2007 02:00;;100.00%;E;124193;;RENNES;Validé exécution;M2S;C175617
9663716380;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;16/04/2007 02:00;;100.00%;E;124194;;RENNES;Validé exécution;M2S;C175617
9663716580;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/03/2012 01:00;;100.00%;E;124195;;RENNES;Validé exécution;M2S;C175617
9663732080;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;16/04/2007 02:00;;100.00%;E;124196;;RENNES;Validé exécution;M2S;C175617
96637757CL;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;25/06/2007 02:00;;100.00%;E;124197;;RENNES;Validé exécution;MW3;J421191
96637757ZD;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;25/06/2007 02:00;;100.00%;E;124198;;RENNES;Validé exécution;MW3;J421191
96637758ZD;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;25/06/2007 02:00;;100.00%;E;124199;;RENNES;Validé exécution;MW3;J421191
96637759ZD;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;10/09/2007 02:00;;100.00%;E;124200;;RENNES;Validé exécution;MW3;J421191
96637760ZD;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;25/06/2007 02:00;;100.00%;E;124201;;RENNES;Validé exécution;MW3;J421191
96637761ZD;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;25/06/2007 02:00;;100.00%;E;124202;;RENNES;Validé exécution;MW3;J421191
9663783280;JM5;A;EMBASE ANTENNE M;94936R  01;ASK INDUSTRIES SPA;A005M2  02;CFE LOGISTICS;CJ;11/06/2007 02:00;;100.00%;E;124203;;RENNES;Validé exécution;M1Q;C002829
9663821680;JM5;A;BOTIER ASS;23054H  01;ROBERT BOSCH GMBH;55044E  01;NORMATRANS;CJ;10/09/2007 02:00;;100.00%;E;124204;;RENNES;Validé exécution;M5A;J421191
9663821780;JM5;A;BOITIER ELE DETE;23054H  01;ROBERT BOSCH GMBH;55044E  01;NORMATRANS;CJ;03/09/2007 02:00;;100.00%;E;124205;;RENNES;Validé exécution;M5A;J421191
9663824880;JM5;A;BOITIER ELECTRON;01149Y  01;NAGARES, S.A.;01149Y  01;NAGARES, S.A.;CJ;11/05/2009 02:00;;100.00%;E;124206;;RENNES;Validé exécution;M5A;J421191
9663838380;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;18/06/2007 02:00;;100.00%;E;124207;;RENNES;Validé exécution;M2S;C175617
9664007580;JM5;A;BRIN ANTENNE GSM;94936R  01;ASK INDUSTRIES SPA;A005M2  02;CFE LOGISTICS;CJ;11/06/2007 02:00;;100.00%;E;124208;;RENNES;Validé exécution;M1Q;C002829
9664016880;JM5;A;DEMARREUR CL5;53630T  02;MITSUBISHI ELECTRIC EUROPE B.V.;94315R  01;SED LOGISTIQUE;CJ;16/04/2007 02:00;;100.00%;E;124209;;RENNES;Validé exécution;M5I;C175543
9664183580;JM5;A;CABLE ANTENNE AS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;04/06/2007 02:00;;100.00%;E;124210;;RENNES;Validé exécution;M2S;C175617
9664183680;JM5;A;CABLE ANTENNE AS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;04/06/2007 02:00;;100.00%;E;124211;;RENNES;Validé exécution;MSC;A170852
9664183780;JM5;A;CABLE ANTENNE AS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;04/06/2007 02:00;;100.00%;E;124212;;RENNES;Validé exécution;M2S;C175617
9664183880;JM5;A;CABLE ANTENNE AS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;20/07/2007 02:00;;100.00%;E;124213;;RENNES;Validé exécution;M2S;C175617
9664183980;JM5;A;CABLE ANTENNE AS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;20/07/2007 02:00;;100.00%;E;124214;;RENNES;Validé exécution;MSC;A170852
9664184080;JM5;A;CABLE ANTENNE AS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;20/07/2007 02:00;;100.00%;E;124215;;RENNES;Validé exécution;M2S;C175617
9664350980;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;01/09/2008 02:00;;100.00%;E;124216;;RENNES;Validé exécution;M0D;J421191
9664351080;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;01/09/2008 02:00;;100.00%;E;124217;;RENNES;Validé exécution;M0D;J421191
9664367680;JM5;A;GAINE THERMO;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;05/03/2007 01:00;;100.00%;E;124218;;RENNES;Validé exécution;M1Q;C002829
9664427680;JM5;A;BOITIER AFIL;63821V  01;VALEO SCHALTER UND SENSOREN GMBH;63821V  02;VALEO SCHALTER UND SENSOREN GMBH;CJ;02/07/2007 02:00;;100.00%;E;124219;;RENNES;Validé exécution;M0F;C003082
9664437780;JM5;A;LANIERE AGR L200;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;09/09/2009 02:00;;100.00%;E;124220;;RENNES;Validé exécution;M3K;C175543
9664536180;JM5;A;CABLE ANTENNE RA;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2008 02:00;;100.00%;E;124223;;RENNES;Validé exécution;M2S;C175617
9664536280;JM5;A;CABLE ANTENNE RA;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;03/09/2008 02:00;;100.00%;E;124224;;RENNES;Validé exécution;M2S;C175617
9664546080;JM5;A;EMBASE ANTENNE;94936R  01;ASK INDUSTRIES SPA;A005M2  02;CFE LOGISTICS;CJ;01/09/2008 02:00;;100.00%;E;124225;;RENNES;Validé exécution;M1Q;C002829
9664546180;JM5;A;EMBASE ANTENNE;94936R  01;ASK INDUSTRIES SPA;A005M2  02;CFE LOGISTICS;CJ;01/09/2008 02:00;;100.00%;E;124226;;RENNES;Validé exécution;M1Q;C002829
9664548480;JM5;A;CABLE - BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;29/09/2010 02:00;;100.00%;E;124227;;RENNES;Validé exécution;M2S;C175617
9664579480;JM5;A;SUPPORT BOITE FU;14632D  01;STEEP;14632D  01;STEEP;CJ;25/06/2007 02:00;;100.00%;E;124228;;RENNES;Validé exécution;MW3;J421191
96645838CL;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;01/09/2008 02:00;;100.00%;E;124229;;RENNES;Validé exécution;MW3;J421191
96645838ZD;JM5;A;BLOC COMMUT MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;01/09/2008 02:00;;100.00%;E;124230;;RENNES;Validé exécution;MW3;J421191
9664599480;JM5;A;CABLE BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/01/2011 01:00;;100.00%;E;124232;;RENNES;Validé exécution;M2S;C175617
9664644180;JM5;A;BOITIER TNB CS;21800V  01;BITRON SPA;21800V  01;BITRON SPA;CJ;14/04/2008 02:00;;100.00%;E;124233;;RENNES;Validé exécution;M0F;C003082
9664649780;JM5;A;AMPLI HIFI;27373C  01;PREMIUM SOUND SOLUTIONS BELGIUM NV;27373C  01;PREMIUM SOUND SOLUTIONS BELGIUM NV;CJ;04/06/2007 02:00;;100.00%;E;124234;;RENNES;Validé exécution;M1Q;C002829
9664661580;JM5;A;CENTRALE INERTIE;23054H  01;ROBERT BOSCH GMBH;55044E  01;NORMATRANS;CJ;01/09/2008 02:00;02/11/2015 00:00;100.00%;E;124235;;RENNES;Validé exécution;M5A;J421191
9664705180;JM5;A;PROTECTEUR FSC;14632D  01;STEEP;14632D  01;STEEP;CJ;09/07/2007 02:00;;100.00%;E;124236;;RENNES;Validé exécution;MW3;J421191
9664789480;JM5;A;FAISCEAU PRISE U;A000Z0  01;COMPAGNIE DES FAISCEAUX TUNISIENS S;13736E  17;GEFCO FRANCE SAS;CJ;01/09/2008 02:00;;100.00%;E;124237;;RENNES;Validé exécution;M5G;C002829
9664955880;JM5;A;HP WOOFER;94936R  01;ASK INDUSTRIES SPA;A005M2  02;CFE LOGISTICS;CJ;07/04/2008 02:00;;100.00%;E;124238;;RENNES;Validé exécution;M1Q;C002829
9664955980;JM5;A;HP LARGE BANDE;94936R  01;ASK INDUSTRIES SPA;A005M2  02;CFE LOGISTICS;CJ;07/04/2008 02:00;;100.00%;E;124239;;RENNES;Validé exécution;M1Q;C002829
9664961880;JM5;A;FEUTRINE ADHESIV;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;22/03/2010 01:00;;100.00%;E;124240;;RENNES;Validé exécution;M3T;A174284
9664966880;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;01/09/2008 02:00;;100.00%;E;124241;;RENNES;Validé exécution;M0D;J421191
9664966980;JM5;A;FAISCEAU CABLE A;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;01/09/2008 02:00;;100.00%;E;124242;;RENNES;Validé exécution;M0D;J421191
9664967680;JM5;A;CABLE ANTENNE RA;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/09/2008 02:00;;100.00%;E;124243;;RENNES;Validé exécution;MSC;A170852
9664967780;JM5;A;CABLE ANTENNE RA;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/09/2008 02:00;;100.00%;E;124244;;RENNES;Validé exécution;MSC;A170852
9664992680;JM5;A;SUPPORT CAPTEUR;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;SAVREUX CLAUSSE DECOUPAGE;CJ;25/06/2009 02:00;;100.00%;E;124245;;RENNES;Validé exécution;M3V;C002704
9665000980;JM5;J;CABLE + BATTERIE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;27/04/2009 02:00;;100.00%;E;124246;;RENNES;Validé exécution;MSC;A170852
9665024880;JM5;A;SOPORT CAPTOR;94770K  01;LUCHARD INDUSTRIE;94770K  01;LUCHARD INDUSTRIE;CJ;11/05/2009 02:00;;100.00%;E;124247;;RENNES;Validé exécution;M5F;C002704
9665104080;JM5;A;CAPTEUR O AMONT;23054H  01;ROBERT BOSCH GMBH;55044E  01;NORMATRANS;CJ;24/08/2009 02:00;;100.00%;E;124248;;RENNES;Validé exécution;M5A;J421191
9665138080;JM5;A;SUP.CON.CAPTEUR;71757W  01;SOC NOISEENNE D'OUTILLAGE DE PRESSE;71757W  03;SOC NOISEENNE D OUTILLAGE DE PRESSE;CJ;24/08/2009 02:00;;100.00%;E;124249;;RENNES;Validé exécution;M3V;C002704
9665232080;JM5;A;HP HIFI;A0053N  01;HARMAN BECKER GEPKOCSIRENDSZER GYAR;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;21/04/2010 02:00;;100.00%;E;124250;;RENNES;Validé exécution;M1R;A174284
9665318080;JM5;A;BOURRELET AUTO A;93339E  01;NOBEL TEKNIK FRANCE;93339E  02;NOBEL TEKNIK FRANCE;CJ;05/11/2007 01:00;;100.00%;E;124251;;RENNES;Validé exécution;M5I;C175543
9665353080;JM5;A;SUPPORT CAPTEUR;59337W  01;ITW DE FRANCE;59337W  01;ITW DE FRANCE;CJ;11/05/2009 02:00;;100.00%;E;124252;;RENNES;Validé exécution;M1H;C002829
9665375080;JM5;A;BOITIER HF;84820V  01;VISTEON ELECTRONICS FRANCE;84820V  07;VISTEON ELECTRONICS FRANCE;CJ;17/12/2007 01:00;01/05/2016 00:00;100.00%;E;124256;;RENNES;Validé exécution;MSC;A170852
9665442680;JM5;A;ENCEINTE ACOUSTI;A0053N  01;HARMAN BECKER GEPKOCSIRENDSZER GYAR;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;05/07/2010 02:00;;100.00%;E;124257;;RENNES;Validé exécution;M1R;A174284
96654587KR;JM5;A;PUSH COFFRE MOTO;48817L  07;DAV;48817L  01;DAV;CJ;10/12/2007 01:00;;100.00%;E;124258;;RENNES;Validé exécution;M1H;C002829
9665559180;JM5;A;SACHET OBJET DIV;83296N  01;SEMOFLEX;83296N  02;SEMOFLEX;CJ;18/02/2008 01:00;;100.00%;E;124259;;RENNES;Validé exécution;M3V;C002704
9665559280;JM5;A;SACHET OBJET DIV;83296N  01;SEMOFLEX;83296N  02;SEMOFLEX;CJ;18/02/2008 01:00;;100.00%;E;124260;;RENNES;Validé exécution;M3V;C002704
9665582380;JM5;A;BOITIER ELEC ALA;94500S  01;DELPHI FRANCE SAS;94500S  10;DELPHI FRANCE SAS;CJ;14/04/2008 02:00;;100.00%;E;124261;;RENNES;Validé exécution;M1K;A174284
9665602980;JM5;A;LECTEUR CLE ELEC;28479E  01;VALEO COMFORT AND DRIVING ASSISTANC;28479E  02;VALEO COMFORT AND DRIVING ASSISTANC;CJ;04/05/2010 02:00;;100.00%;E;124262;;RENNES;Validé exécution;M1Q;C002829
9665626880;JM5;A;CABLE ANTENNE RA;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/09/2008 02:00;;100.00%;E;124263;;RENNES;Validé exécution;M2S;C175617
9665780780;JM5;A;ADAPTATEUR ANTEN;51219X  01;HIRSCHMANN CAR COMMUNICATION GMBH;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;08/06/2010 02:00;;100.00%;E;124264;;RENNES;Validé exécution;M3K;C175543
9665883680;JM5;A;CDE EXT OUV VOLT;A003EV  01;U-SHIN SPAIN SL;A003EV  01;U-SHIN SPAIN SL;CJ;16/06/2008 02:00;;100.00%;E;124265;;RENNES;Validé exécution;M1T;A174284
9665925480;JM5;A;CAPTEUR DE PLUIE;87184P  01;KOSTAL IRELAND GMBH;13736E  68;GEFCO FRANCE SAS;CJ;08/06/2010 02:00;;100.00%;E;124266;;RENNES;Validé exécution;M1Q;C002829
96659465ZD;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;26/04/2010 02:00;;100.00%;E;124267;;RENNES;Validé exécution;M0F;C003082
96659465ZW;JM5;A;PLATINE INTERRUP;21800V  01;BITRON SPA;21800V  03;BITRON SPA;CJ;11/05/2010 02:00;;100.00%;E;124268;;RENNES;Validé exécution;M0F;C003082
9665974580;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;07/04/2008 02:00;01/05/2016 00:00;100.00%;E;124269;;RENNES;Validé exécution;M0D;J421191
9665974680;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;07/04/2008 02:00;01/05/2016 00:00;100.00%;E;124270;;RENNES;Validé exécution;M0D;J421191
9665974780;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;07/04/2008 02:00;01/05/2016 00:00;100.00%;E;124271;;RENNES;Validé exécution;M0D;J421191
9665974880;JM5;A;ADAPTATEUR ANTEN;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;CJ;07/04/2008 02:00;01/05/2016 00:00;100.00%;E;124272;;RENNES;Validé exécution;M0D;J421191
96660998XT;JM5;A;PRISE AUDIO;26674T  01;VALEO VISION;26674T  08;VALEO VISION;CJ;02/01/2012 01:00;;100.00%;E;124273;;RENNES;Validé exécution;M1R;A174284
9666101580;JM5;A;ADAPTATEUR ANTEN;51219X  01;HIRSCHMANN CAR COMMUNICATION GMBH;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;08/06/2010 02:00;;100.00%;E;124274;;RENNES;Validé exécution;M3K;C175543
9666101780;JM5;A;ADAPTATEUR ANTEN;51219X  01;HIRSCHMANN CAR COMMUNICATION GMBH;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;27/09/2010 02:00;;100.00%;E;124275;;RENNES;Validé exécution;M3K;C175543
9666101880;JM5;A;ADAPTATEUR ANTEN;51219X  01;HIRSCHMANN CAR COMMUNICATION GMBH;96014M  03;GEFCO CESKA REPUBLIKA SRO;CJ;27/09/2010 02:00;;100.00%;E;124276;;RENNES;Validé exécution;M3K;C175543
96661053XT;JM5;A;PRISE ACCESSOIRE;26674T  01;VALEO VISION;26674T  08;VALEO VISION;CJ;27/09/2010 02:00;;100.00%;E;124277;;RENNES;Validé exécution;M1R;A174284
96661102XT;JM5;A;CONTACT L/V PASS;93324N  01;DELPHI PACKARD ESPANA SL;93324N  01;DELPHI PACKARD ESPANA SL;CJ;01/07/2008 02:00;;100.00%;E;124278;;RENNES;Validé exécution;M1H;C002829
96661102ZW;JM5;A;CONTACT L/V PASS;93324N  01;DELPHI PACKARD ESPANA SL;93324N  01;DELPHI PACKARD ESPANA SL;CJ;01/07/2008 02:00;;100.00%;E;124279;;RENNES;Validé exécution;M1H;C002829
96661115ZD;JM5;A;COMMUT VTH ZD;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;02/12/2013 01:00;;100.00%;E;124280;;RENNES;Validé exécution;MW3;J421191
96661345ZD;JM5;A;BLOC COMMUT.MULT;98748J  01;MARQUARDT FRANCE;99483H  01;MARQUARDT GMBH;CJ;01/06/2010 02:00;;100.00%;E;124281;;RENNES;Validé exécution;MW3;J421191
