PEGA201511182021CJ 790301711263629L  WF01CJ6JM5BSM1  SM1 F33+        0          
PEGA201511182021CJ 790303301451562V  0401CJ6JM5KSM1  SM1 F26+        0          
PEGA201511182021CJ 7903042051A0063I  01  CJ2JFV             +        0          
PEGA201511182021CJ 790304205284247X  01  CJ2JFV             +        0          
PEGA201511182021CJ 790304205334894C  01  CJ2JFV             +        0          
PEGA201511182021CJ 790304206234894C  01  CJ2JFV             +        0          
PEGA201511182021CJ 790304207334894C  0101CJ2JFVDDJFVP1263E24+        0          
PEGA201511182021CJ 790304300317213J  0101CJ6JM5KSM1  SM1 F27+        0          
PEGA201511182021CJ 790304402034894C  15  CJ2JFV             +        0          
PEGA201511182021CJ 790304406234894C  1501CJ6JM5BSM1  SM1 F20+        0          
PEGA201511182021CJ 790304607634894C  1501CJ6JM5GSM1 GOYA5G28+        0          
PEGA201511182021CJ 7903067033A0012R  0201CJ6JM5GSM1 PASTMD25+        0          
PEGA201511182021CJ 7903067034A0012R  0201CJ6JM5GSM1 PASTMD25+        0          
PEGA201511182021CJ 790307206817213J  0101CJ6JM5KSM1  SM1 F27+        0          
PEGA201511182021CJ 790307206817213J  0109CJ6JM5K9M1  SM1 F27+        0          
PEGA201511182021CJ 790307210917213J  0101CJ2JFVDDJFVMD MFZ35+        0          
PEGA201511182021CJ 790307229017213J  0101CJ6JM5AG8B  RMV D71+        0          
PEGA201511182021CJ 790307230117213J  0101CJ6JM5KSM5  SM5 S24+        0          
PEGA201511182021CJ 790307230117213J  0109CJ6JM5K9M5  SM5 S24+        0          
PEGA201511182021CJ 790307301287878U  W101CJ6JM5BSM5  SM5 S10+        0          
PEGA201511182021CJ 790307310187878U  W101CJ6JM5ODJM4CERC1D31+        0          
PEGA201511182021CJ 790307404250558D  0701CJ6JM5MDJM4 SM6 R02+        0          
PEGA201511182021CJ 790307416334894C  1501CJ6JM5ODJM4FIGB1G43+        0          
PEGA201511182021CJ 790307607734894C  1501CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 790307609234894C  1501CJ6JM5GSM1 MANGZG02+        0          
PEGA201511182021CJ 790307711459337W  0101CJ6JM5GSM1 CARA2D01+        0          
PEGA201511182021CJ 790307808250558D  07  CJ6JM5             +        0          
PEGA201511182021CJ 790307808734894C  1501CJ6JM5KSM1  SM1 F20+        0          
PEGA201511182021CJ 790307900650558D  0701CJ6JM5ODJM4FIGA1G54+        0          
PEGA201511182021CJ 790307923650558D  0701CJ6JM5BSM1  SM1 F22+        0          
PEGA201511182021CJ 790308102050558D  0701CJ6JM5BSM1  SM1 F24+        0          
PEGA201511182021CJ 790308107359337W  0101CJ6JM5BSM1  SM1 F11+        0          
PEGA201511182021CJ 790308340625016R  0301CJ6JM5KSM1  SM1 F09+        0          
PEGA201511182021CJ 790308504352033G  0501CJ6JM5KSM1  SM1 F07+        0          
PEGA201511182021CJ 790308504452033G  0501CJ6JM5KSM5  SM5 S18+        0          
PEGA201511182021CJ 790308504452033G  0509CJ6JM5K9M5  SM5 S18+        0          
PEGA201511182021CJ 790308504552033G  0501CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 790308504552033G  0509CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 790308802550342U  0101CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 790320120763629L  1301CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 790323301434894C  W901CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790323301834894C  W901CJ6JM5KSM1  SM1 F29+        0          
PEGA201511182021CJ 790323302134894C  W901CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790323302218727E  0401CJ6JM5BSM5  SM5 S22+        0          
PEGA201511182021CJ 790323302334894C  W901CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 7903233025A0063I  0101CJ6JM5KSM1  SM1 F33+        0          
PEGA201511182021CJ 790323302634894C  W901CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790323302934894C  W901CJ6JM5KSM5  SM5 S12+        0          
PEGA201511182021CJ 790323303034894C  W901CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790323303934894C  W901CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790323304118727E  0401CJ6JM5BSM1  SM1 F27+        0          
PEGA201511182021CJ 790323304268891F  0101CJ6JM5KSM5  SM5 S06+        0          
PEGA201511182021CJ 790323304268891F  0109CJ6JM5K9M5  SM5 S06+        0          
PEGA201511182021CJ 790323304318727E  0401CJ6JM5KSM5  SM5 S06+        0          
PEGA201511182021CJ 790323304318727E  0409CJ6JM5K9M5  SM5 S06+        0          
PEGA201511182021CJ 790323304418727E  0401CJ6JM5KSM1  SM1 F27+        0          
PEGA201511182021CJ 790323304918727E  0401CJ6JM5BSM5  SM5 S06+        0          
PEGA201511182021CJ 790323306468891F  0101CJ6JM5BSM5  SM5 S18+        0          
PEGA201511182021CJ 7903234092A0063I  0101CJ6JM5GSM1 EMER3D42+        0          
PEGA201511182021CJ 790323410218727E  0401CJ6JM5KSM1  SM1 F27+        0          
PEGA201511182021CJ 790323410418727E  0401CJ6JM5GSM1 ABRIHD10+        0          
PEGA201511182021CJ 790330100563629L  1301CJ6JM5GSM1 KIWIGD80+        0          
PEGA201511182021CJ 790330110134894C  1801CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790330110863629L  1301CJ6JM5GSM1 ABRIBD01+        0          
PEGA201511182021CJ 790330111263629L  1301CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 790330111351562V  0401CJ6JM5BSM1  SM1 F26+        0          
PEGA201511182021CJ 790330111963629L  1301CJ6JM5GSM1 ANAN2D34+        0          
PEGA201511182021CJ 790330113063629L  1301CJ6JM5GSM1 PASTMG01+        0          
PEGA201511182021CJ 790330115634894C  0301CJ6JM5BSM1  SM1 F27+        0          
PEGA201511182021CJ 790330117863629L  13  CJ2JFV             +        0          
PEGA201511182021CJ 790330123563629L  1301CJ6JM5GSM1 PASTMD12+        0          
PEGA201511182021CJ 790330124163629L  1301CJ6JM5ODJM4FIGC1G07+        0          
PEGA201511182021CJ 790330124463629L  1301CJ6JM5BSM5  SM5 S12+        0          
PEGA201511182021CJ 790330125451562V  0401CJ6JM5BSM4  SM4 V60+        0          
